iter	Logloss
256	0.3783194428
257	0.3779286509
258	0.3774724437
259	0.3771749092
260	0.3769581008
261	0.3764300976
262	0.3760564685
263	0.3757655432
264	0.3754174267
265	0.3749550202
266	0.3745205934
267	0.3743136081
268	0.3739242706
269	0.3733309148
270	0.372902353
271	0.3726445935
272	0.3724515554
273	0.3721333993
274	0.3717168814
275	0.371371483
276	0.3708750478
277	0.370571587
278	0.3701148058
279	0.369647348
280	0.3692961253
281	0.3687955217
282	0.3684732238
283	0.3682661123
284	0.3679510633
285	0.3676138114
286	0.3671946397
287	0.3669344755
288	0.3665815594
289	0.3661223815
290	0.3656367778
291	0.3651716899
292	0.3647281879
293	0.3642383421
294	0.3638889977
295	0.3635925215
296	0.3633041059
297	0.3628990839
298	0.3625594994
299	0.3622983176
300	0.3620478748
301	0.361695792
302	0.3614344012
303	0.3611342655
304	0.3607145915
305	0.3602595734
306	0.3600339351
307	0.3597696754
308	0.3591984077
309	0.3589432284
310	0.3587756529
311	0.3584387899
312	0.3580649096
313	0.3576101243
314	0.3572335379
315	0.3569575285
316	0.3564933355
317	0.3564291898
318	0.3560976585
319	0.3558390848
320	0.3555124053
321	0.355196465
322	0.3550058564
323	0.354702699
324	0.3544471821
325	0.3541007658
326	0.3537992287
327	0.353466988
328	0.3530546447
329	0.3528059087
330	0.3525644709
331	0.3523032946
332	0.3521298996
333	0.3517007849
334	0.3514356362
335	0.3511439605
336	0.350916073
337	0.3506008047
338	0.350245549
339	0.3499492131
340	0.3496838682
341	0.3494385355
342	0.3492540166
343	0.3488670352
344	0.3486770818
345	0.3483954897
346	0.3480685959
347	0.3478857893
348	0.3475950652
349	0.3473198811
350	0.3470526407
351	0.3467774088
352	0.3465567131
353	0.3460313512
354	0.3458244277
355	0.3454512973
356	0.345209053
357	0.3448686685
358	0.3446719504
359	0.3443927927
360	0.3441413759
361	0.3437428699
362	0.3434805393
363	0.3432026613
364	0.3428970267
365	0.342809871
366	0.3424265079
367	0.3418929069
368	0.3416750943
369	0.3414509936
370	0.3411989308
371	0.3408079337
372	0.3405335798
373	0.3400348351
374	0.3397675744
375	0.3393865972
376	0.3391716181
377	0.338867493
378	0.338560514
379	0.3382799981
380	0.3380086123
381	0.3377793982
382	0.337555845
383	0.337258358
384	0.3369794474
385	0.3367070415
386	0.3364647161
387	0.3362663926
388	0.3361127414
389	0.3357646326
390	0.3354827427
391	0.3352707023
392	0.3350482693
393	0.3348696375
394	0.3345936369
395	0.3342127755
396	0.3339294942
397	0.3336184324
398	0.3333103239
399	0.3330878178
400	0.3325332682
401	0.3322599318
402	0.3321157597
403	0.3319235729
404	0.3315884672
405	0.3313220604
406	0.3310639765
407	0.3306951775
408	0.3304871703
409	0.3302317916
410	0.3300774245
411	0.3297674456
412	0.329480058
413	0.3291924441
414	0.3288738858
415	0.3287147798
416	0.328540159
417	0.3282320125
418	0.3279152362
419	0.3277094667
420	0.3275120862
421	0.3270955424
422	0.3268654664
423	0.3266582432
424	0.3264590744
425	0.3261803335
426	0.3259685322
427	0.3257642954
428	0.3254877559
429	0.325392508
430	0.3252205921
431	0.3250472221
432	0.3246513378
433	0.3244344784
434	0.3241929453
435	0.3238597652
436	0.3236071355
437	0.3232813426
438	0.3230976774
439	0.3229098462
440	0.3227173387
441	0.3223236281
442	0.3220001567
443	0.3217160648
444	0.3217053361
445	0.321622709
446	0.3214029869
447	0.3211342422
448	0.3210353468
449	0.3208666811
450	0.3206668032
451	0.3203908125
452	0.3201809508
453	0.3200328195
454	0.3196890263
455	0.3193743685
456	0.3192036839
457	0.3191138873
458	0.3188092829
459	0.3185202677
460	0.3182400596
461	0.3179505689
462	0.3178252784
463	0.3174275892
464	0.3172587
465	0.3170885761
466	0.3168064746
467	0.3166982068
468	0.31655133
469	0.3163884158
470	0.3160107447
471	0.3159221556
472	0.3157154648
473	0.3155684197
474	0.3154615952
475	0.3152856231
476	0.3150896123
477	0.3150288881
478	0.3147297609
479	0.3144699398
480	0.3142980272
481	0.3141027158
482	0.3139604946
483	0.313767731
484	0.3135016033
485	0.3132762334
486	0.3130939394
487	0.3128771534
488	0.3125645716
489	0.3122913457
490	0.3120212523
491	0.3117618063
492	0.3114478404
493	0.3110985582
494	0.3108707633
495	0.3106261232
496	0.3104438276
497	0.3101350806
498	0.3099421816
499	0.3097228953
500	0.3094836713
501	0.3092700379
502	0.3091158812
503	0.3089169932
504	0.3086125531
505	0.3084658043
506	0.3083424011
507	0.3081413107
508	0.3081207007
509	0.3079390521
510	0.3077022565
511	0.3075445189
512	0.3073151533
513	0.3070482987
514	0.3067808602
515	0.3065550641
516	0.3063019632
517	0.3060551719
518	0.3057695617
519	0.3056259602
520	0.3054417231
521	0.3052379824
522	0.3049067725
523	0.3046110194
524	0.3045610109
525	0.3044465196
526	0.3042370176
527	0.3039932242
528	0.3037669575
529	0.3035024543
530	0.3032957147
531	0.3030564791
532	0.3027712191
533	0.3025856655
534	0.3023334821
535	0.3019971447
536	0.30164576
537	0.301324355
538	0.3009554183
539	0.3006961212
540	0.3005030358
541	0.3002265727
542	0.3000828832
543	0.2998505051
544	0.2995572417
545	0.2993657746
546	0.2991130002
547	0.2989612692
548	0.2987229328
549	0.2984455608
550	0.2982721357
551	0.2980451244
552	0.2978790585
553	0.2975454711
554	0.2972789133
555	0.2969796647
556	0.296758337
557	0.2965614173
558	0.2963821821
559	0.2961811021
560	0.2959460014
561	0.2957826334
562	0.2956439866
563	0.295370165
564	0.2951943123
565	0.2949484687
566	0.2948542392
567	0.2946532991
568	0.2944355193
569	0.2942777776
570	0.2939676147
571	0.2938790213
572	0.2934788109
573	0.2933253007
574	0.2931626314
575	0.2928698384
576	0.2927069349
577	0.292568984
578	0.2923625441
579	0.292148028
580	0.2920467438
581	0.2919054572
582	0.29158063
583	0.2913101794
584	0.2911051944
585	0.2909025617
586	0.2908756802
587	0.2906775007
588	0.290403551
589	0.2902976353
590	0.2901403595
591	0.2897640273
592	0.2895483912
593	0.2894263934
594	0.289282258
595	0.2891848946
596	0.2889711574
597	0.288858073
598	0.2885793459
599	0.2883511721
600	0.2880278511
601	0.2878975038
602	0.2877473186
603	0.2874838498
604	0.2873437198
605	0.2868378703
606	0.2866725366
607	0.2864180932
608	0.2862846808
609	0.2860362247
610	0.2858894219
611	0.285792818
612	0.2856406918
613	0.2855452305
614	0.2854208934
615	0.2852761771
616	0.2850920494
617	0.2849178195
618	0.2846498916
619	0.2845958549
620	0.2844272856
621	0.2841428168
622	0.2838962867
623	0.2836275179
624	0.2834683958
625	0.2833544884
626	0.2831826619
627	0.2830700135
628	0.28284738
629	0.2825437472
630	0.2823997086
631	0.2821930454
632	0.2821177818
633	0.281941388
634	0.2818245199
635	0.2814473943
636	0.2812280197
637	0.2810022622
638	0.280743883
639	0.2806136973
640	0.2803089954
641	0.2801478688
642	0.2800017911
643	0.2798067754
644	0.2796550733
645	0.2794838529
646	0.2792366257
647	0.2790623216
648	0.2788334652
649	0.2786568319
650	0.2784803099
651	0.2782850571
652	0.2781474537
653	0.277953497
654	0.2778475429
655	0.2775950398
656	0.2774585061
657	0.2772999469
658	0.2771231733
659	0.2769804704
660	0.2768358964
661	0.2766592391
662	0.2764446858
663	0.276275247
664	0.275699569
665	0.2755567896
666	0.2753816379
667	0.2752046045
668	0.2750016635
669	0.2748136808
670	0.2746804584
671	0.2744283923
672	0.2741661895
673	0.2739430481
674	0.2737204122
675	0.2736041316
676	0.2734738454
677	0.2732744242
678	0.2730752998
679	0.2728772958
680	0.2727267775
681	0.2725989041
682	0.2724494898
683	0.2722028229
684	0.2719393196
685	0.2717828603
686	0.271545839
687	0.2714374213
688	0.2711074431
689	0.2709721563
690	0.2708509808
691	0.2708117997
692	0.2706871293
693	0.2705770808
694	0.2703342853
695	0.2701880438
696	0.2699694806
697	0.2696629235
698	0.2694017712
699	0.2692660474
700	0.2691251076
701	0.2687727863
702	0.2686528072
703	0.2684624451
704	0.2682411322
705	0.2681297162
706	0.2678602357
707	0.2675726587
708	0.2672649074
709	0.2671558191
710	0.2670549935
711	0.2667894222
712	0.2665596182
713	0.2663385544
714	0.2662972086
715	0.2662101997
716	0.2660878792
717	0.2658397179
718	0.2656084598
719	0.2654150376
720	0.2652421597
721	0.2651385503
722	0.2650179738
723	0.2648829354
724	0.2648311454
725	0.2646945019
726	0.2644730905
727	0.2643100718
728	0.2642125444
729	0.2640385498
730	0.2638762563
731	0.2636775426
732	0.2635109029
733	0.2633357015
734	0.2631361432
735	0.2629770225
736	0.2627763295
737	0.2625166311
738	0.2623538872
739	0.2621557841
740	0.2619714338
741	0.2618699002
742	0.2617354584
743	0.2615858108
744	0.2614156714
745	0.2611897404
746	0.2610392431
747	0.260870138
748	0.2606330691
749	0.2605348961
750	0.2603699096
751	0.2602201867
752	0.2599880191
753	0.2597613505
754	0.2597015851
755	0.259488052
756	0.2592953141
757	0.2591205696
758	0.2588906325
759	0.2585314521
760	0.2583878394
761	0.2582595447
762	0.2580578465
763	0.2578348521
764	0.2576020874
765	0.2573731414
766	0.2571883939
767	0.2569759391
768	0.2568305214
769	0.2567666486
770	0.2566802239
771	0.256558316
772	0.2564731364
773	0.2563156296
774	0.256052397
775	0.2558022726
776	0.2556718622
777	0.2554279838
778	0.2552886901
779	0.2551039415
780	0.2550343186
781	0.2549822697
782	0.254668344
783	0.2543904486
784	0.2542769923
785	0.2540675879
786	0.2539593069
787	0.2538603345
788	0.2537708005
789	0.2537181765
790	0.2535694361
791	0.2534365881
792	0.2533017582
793	0.2532448428
794	0.2531222135
795	0.2529737477
796	0.2528120466
797	0.2526153895
798	0.252298368
799	0.2521234637
800	0.2518742935
801	0.2517458505
802	0.2516495346
803	0.2515221497
804	0.2513720126
805	0.2512141984
806	0.2511121659
807	0.2509261862
808	0.250746241
809	0.2506484791
810	0.2504350672
811	0.2503375267
812	0.2501554672
813	0.2499490012
814	0.2498602867
815	0.2496666033
816	0.2495215703
817	0.249274542
818	0.2490664101
819	0.2489098148
820	0.2487214797
821	0.2485531596
822	0.2483937294
823	0.248199436
824	0.2479379334
825	0.2477789967
826	0.247602763
827	0.2474933357
828	0.2473775153
829	0.2471967862
830	0.2470822337
831	0.2469650406
832	0.2468054721
833	0.2467723909
834	0.2466205482
835	0.2463424833
836	0.2462050275
837	0.2460640644
838	0.2459001272
839	0.2458455894
840	0.2456667289
841	0.2455288882
842	0.245435309
843	0.2452724656
844	0.2451167387
845	0.2450293583
846	0.2447406581
847	0.2446574334
848	0.244402614
849	0.2442632697
850	0.2440738651
851	0.2437213475
852	0.2436360408
853	0.243473198
854	0.2432852272
855	0.2431485342
856	0.2429530309
857	0.242793397
858	0.2427150378
859	0.2425962032
860	0.2424273244
861	0.2422597507
862	0.2420286181
863	0.2417461819
864	0.2416045343
865	0.2411879938
866	0.2411123076
867	0.240951806
868	0.2408846966
869	0.2407527696
870	0.2406085944
871	0.2404224647
872	0.2402688078
873	0.2400174241
874	0.2398430413
875	0.2396308495
876	0.2394982405
877	0.2394143545
878	0.2392490587
879	0.2391545809
880	0.2390239463
881	0.2389296438
882	0.23873215
883	0.2386857665
884	0.2385153176
885	0.2381962892
886	0.2379948522
887	0.2378067419
888	0.2376217928
889	0.2374978711
890	0.2373997458
891	0.2372570401
892	0.2371336359
893	0.2368849685
894	0.2367131748
895	0.2366108697
896	0.2364087729
897	0.236239532
898	0.2361171486
899	0.2359962731
900	0.2359216364
901	0.2358225292
902	0.2357345709
903	0.2355270362
904	0.2353050122
905	0.235214156
906	0.2350503917
907	0.2349659183
908	0.2347886389
909	0.2346557533
910	0.2344718756
911	0.2343555534
912	0.2341470111
913	0.2340990162
914	0.2340122322
915	0.2337443583
916	0.2336090681
917	0.2335195078
918	0.2333659383
919	0.2331248691
920	0.2330344625
921	0.2329807209
922	0.2328982687
923	0.2327274222
924	0.2325158877
925	0.232442879
926	0.232335893
927	0.2322492102
928	0.2321299269
929	0.2320382746
930	0.2318857965
931	0.2317048324
932	0.2315712618
933	0.2313971945
934	0.2312311028
935	0.2310896928
936	0.2309370548
937	0.2308058477
938	0.2306801587
939	0.2305238724
940	0.2303812026
941	0.2302659402
942	0.2301304794
943	0.2299163861
944	0.2298215595
945	0.2296434045
946	0.2294521377
947	0.2292480583
948	0.2291632275
949	0.2289652474
950	0.2288958864
951	0.2288021054
952	0.2286102752
953	0.2284402646
954	0.2283213912
955	0.2280542007
956	0.227834083
957	0.2276189298
958	0.2275424368
959	0.2274022543
960	0.2273027486
961	0.2271262906
962	0.2269666601
963	0.2268396106
964	0.2266435599
965	0.2265909529
966	0.2263899516
967	0.2262497591
968	0.2261821279
969	0.2259969312
970	0.2259390925
971	0.2258381801
972	0.2256970685
973	0.2255910034
974	0.22542292
975	0.2253192189
976	0.2252215335
977	0.2250598204
978	0.2247583922
979	0.2246621225
980	0.2244080001
981	0.2243007161
982	0.2241246302
983	0.2238302316
984	0.2237360652
985	0.2235514303
986	0.2233167989
987	0.223181746
988	0.2229711371
989	0.2228988004
990	0.2227955363
991	0.2226917995
992	0.2226535651
993	0.222467971
994	0.2222723304
995	0.2220781858
996	0.2219588442
997	0.2217502
998	0.2215263449
999	0.2212811455
